Name,Accuracy,Precision,Recall,F1,Cost,Savings
CI-LogisticRegression,0.9991929651717307,0.860655737704918,0.6363636363636364,0.7317073170731708,31114.94,-0.8231844586921799
CI-DecisionTree,0.9989938267076123,0.6906077348066298,0.7575757575757576,0.722543352601156,41738.29,-1.4456612052084057
CI-RandomForest,0.9994445084948277,0.9117647058823529,0.7515151515151515,0.823920265780731,31664.350000000002,-0.8553772179727723
CI-XGBoost,0.9994025846076449,0.8552631578947368,0.7878787878787878,0.8201892744479494,34615.96,-1.0283272374849557
CST-CostSensitiveLogisticRegression,0.2195658781482219,0.0010744456531958043,0.48484848484848486,0.0021441397979148243,14902045.37,-872.187527319987
CST-CostSensitiveDecisionTreeClassifier,0.9982706396537087,0.0,0.0,0.0,17066.26,0.0
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveRandomForestClassifier'>_majority_voting,0.9982706396537087,0.0,0.0,0.0,17066.26,0.0
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveRandomForestClassifier'>_weighted_voting,0.9982706396537087,0.0,0.0,0.0,17066.26,0.0
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveRandomForestClassifier'>_stacking,0.9982706396537087,0.0,0.0,0.0,17066.26,0.0
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveBaggingClassifier'>_majority_voting,0.9982706396537087,0.0,0.0,0.0,17066.26,0.0
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveBaggingClassifier'>_weighted_voting,0.9982706396537087,0.0,0.0,0.0,17066.26,0.0
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveBaggingClassifier'>_stacking,0.9982706396537087,0.0,0.0,0.0,17066.26,0.0
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitivePastingClassifier'>_majority_voting,0.9982706396537087,0.0,0.0,0.0,17066.26,0.0
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitivePastingClassifier'>_weighted_voting,0.9982706396537087,0.0,0.0,0.0,17066.26,0.0
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitivePastingClassifier'>_stacking,0.9982706396537087,0.0,0.0,0.0,17066.26,0.0
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveRandomPatchesClassifier'>_majority_voting,0.9982706396537087,0.0,0.0,0.0,17066.26,0.0
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveRandomPatchesClassifier'>_weighted_voting,0.9982706396537087,0.0,0.0,0.0,17066.26,0.0
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveRandomPatchesClassifier'>_stacking,0.0017293603462913082,0.0017293603462913082,1.0,0.003452749644262158,19082200.0,-1117.1242990555636
CI-LogisticRegression-TO,0.9990147886512037,0.8585858585858586,0.5151515151515151,0.6439393939393939,31831.05,-0.8651450288463907
CI-DecisionTree-TO,0.9989938267076123,0.6906077348066298,0.7575757575757576,0.722543352601156,41738.29,-1.4456612052084057
CI-RandomForest-TO,0.9988366121306768,0.9821428571428571,0.3333333333333333,0.49773755656108587,24278.71,-0.4226145623001174
CI-XGBoost-TO,0.9991195983691608,1.0,0.4909090909090909,0.6585365853658536,27505.460000000006,-0.6116864503412001
CI-LogisticRegression-BMR,0.9984173732588486,0.85,0.10303030303030303,0.18378378378378377,11684.199999999997,0.31536259262427746
CI-DecisionTree-BMR,0.9983020825690958,0.5714285714285714,0.07272727272727272,0.1290322580645161,14458.869999999999,0.15278039828292778
CI-RandomForest-BMR,0.99843833520244,0.9444444444444444,0.10303030303030303,0.18579234972677594,11775.129999999997,0.31003453597917774
CI-XGBoost-BMR,0.9983859303434615,0.7391304347826086,0.10303030303030303,0.18085106382978725,12284.199999999999,0.2802055048967964
