Name,Accuracy,Precision,Recall,F1,Cost,Savings
CI-LogisticRegression,0.9985850688075798,0.5604838709677419,0.8424242424242424,0.6731234866828086,5898.33,0.7259643327549079
CI-DecisionTree,0.9837020888576788,0.08383233532934131,0.8484848484848485,0.1525885558583106,7214.1900000000005,0.6648296432578593
CI-RandomForest,0.9987108404691283,0.5889830508474576,0.8424242424242424,0.6932668329177057,5449.110000000001,0.7468350372492037
CI-XGBoost,0.9988890169896553,0.6299559471365639,0.8666666666666667,0.729591836734694,5388.23,0.7496635143642315
CST-CostSensitiveLogisticRegression,0.0017293603462913082,0.0017293603462913082,1.0,0.003452749644262158,95411.0,-3.4327830161285453
CST-CostSensitiveDecisionTreeClassifier,0.9014369412331912,0.01348077935755661,0.7757575757575758,0.026501035196687367,15440.89,0.2826181997263514
CI-LogisticRegression-TO,0.9828426491704311,0.08558558558558559,0.9212121212121213,0.1566202988150438,5346.5599999999995,0.7515994973041659
CI-DecisionTree-TO,0.9837020888576788,0.08383233532934131,0.8484848484848485,0.1525885558583106,7214.1900000000005,0.6648296432578593
CI-RandomForest-TO,0.8829904308727505,0.013619881489342884,0.9333333333333333,0.026847977684797766,12899.16,0.4007066546800193
CI-XGBoost-TO,0.8187001498778966,0.009223718132340304,0.9757575757575757,0.018274687854710557,18001.370000000003,0.16365862213952354
CI-LogisticRegression-BMR,0.992684281686598,0.12622720897615708,0.5454545454545454,0.20501138952164008,3828.6799999999994,0.8221200104999316
CI-DecisionTree-BMR,0.987108404691283,0.05214465937762826,0.37575757575757573,0.0915805022156573,6900.19,0.6794180436211755
CI-RandomForest-BMR,0.9937743027533513,0.1419031719532554,0.5151515151515151,0.2225130890052356,4563.53,0.7879789722611323
CI-XGBoost-BMR,0.991227426606995,0.10283687943262411,0.5272727272727272,0.17210682492581603,4791.299999999999,0.7773968068128759
