Name,Accuracy,Precision,Recall,F1,Cost,Savings
CI-LogisticRegression,0.9991300793409565,0.8596491228070176,0.593939393939394,0.7025089605734768,11939.83,0.44864981930787484
CI-DecisionTree,0.9990881554537737,0.7378048780487805,0.7333333333333333,0.7355623100303951,7734.749999999999,0.6428294364234319
CI-RandomForest,0.9994235465512362,0.9104477611940298,0.7393939393939394,0.8160535117056856,6961.29,0.6785458001202459
CI-XGBoost,0.9994969133538062,0.927007299270073,0.7696969696969697,0.8410596026490066,6229.339999999999,0.7123453403781559
CST-CostSensitiveLogisticRegression,0.5011686283552211,0.00042132760327792874,0.12121212121212122,0.0008397363227946425,43620.86,-1.014297443342652
CST-CostSensitiveDecisionTreeClassifier,0.9988470931024724,0.6455026455026455,0.7393939393939394,0.6892655367231638,8002.99,0.6304428134590466
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveRandomForestClassifier'>_majority_voting,0.9992244080871179,0.8273381294964028,0.696969696969697,0.756578947368421,9168.859999999999,0.5766059803413618
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveRandomForestClassifier'>_weighted_voting,0.9992034461435264,0.8201438848920863,0.6909090909090909,0.75,8936.599999999999,0.587331140830879
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveRandomForestClassifier'>_stacking,0.9982706396537087,0.0,0.0,0.0,21655.62,0.0
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveBaggingClassifier'>_majority_voting,0.9992348890589136,0.8285714285714286,0.703030303030303,0.760655737704918,9127.869999999999,0.5784987915377163
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveBaggingClassifier'>_weighted_voting,0.9992139271153221,0.8214285714285714,0.696969696969697,0.7540983606557378,8701.66,0.5981800567243053
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveBaggingClassifier'>_stacking,0.0017293603462913082,0.0017293603462913082,1.0,0.003452749644262158,47705.5,-1.2029154556646264
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitivePastingClassifier'>_majority_voting,0.9992768129460964,0.8287671232876712,0.7333333333333333,0.7781350482315111,8393.349999999999,0.6124170076866884
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitivePastingClassifier'>_weighted_voting,0.9992977748896877,0.831081081081081,0.7454545454545455,0.7859424920127795,8528.119999999999,0.6061936809013088
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitivePastingClassifier'>_stacking,0.0017293603462913082,0.0017293603462913082,1.0,0.003452749644262158,47705.5,-1.2029154556646264
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveRandomPatchesClassifier'>_majority_voting,0.9992348890589136,0.8382352941176471,0.6909090909090909,0.7574750830564785,9433.74,0.564374513405758
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveRandomPatchesClassifier'>_weighted_voting,0.9992034461435264,0.8111888111888111,0.703030303030303,0.7532467532467532,8575.81,0.6039914811951816
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveRandomPatchesClassifier'>_stacking,0.0017293603462913082,0.0017293603462913082,1.0,0.003452749644262158,47705.5,-1.2029154556646264
CI-LogisticRegression-TO,0.9991929651717307,0.8013698630136986,0.7090909090909091,0.7524115755627009,10443.95,0.5177256527404894
CI-DecisionTree-TO,0.9990881554537737,0.7378048780487805,0.7333333333333333,0.7355623100303951,7734.749999999999,0.6428294364234319
CI-RandomForest-TO,0.9990986364255694,0.7068062827225131,0.8181818181818182,0.7584269662921349,5882.61,0.7283564266458314
CI-XGBoost-TO,0.9992453700307092,0.7687861271676301,0.806060606060606,0.7869822485207101,6113.09,0.7177134619096567
CI-LogisticRegression-BMR,0.9937952646969427,0.18556701030927836,0.7636363636363637,0.29857819905213273,5112.76,0.7639060899664845
CI-DecisionTree-BMR,0.9925165861378668,0.14852752880921896,0.703030303030303,0.2452431289640592,8043.2699999999995,0.6285827882092501
CI-RandomForest-BMR,0.9974321619100524,0.38095238095238093,0.7757575757575758,0.5109780439121756,5955.89,0.7249725475419313
CI-XGBoost-BMR,0.9857982832168198,0.0907840440165062,0.8,0.16306361951822113,2855.2299999999996,0.8681529321257022
