Name,Accuracy,Precision,Recall,F1,Cost,Savings
CI-LogisticRegression,0.9991405603127522,0.8547008547008547,0.6060606060606061,0.7092198581560283,33805.3,-0.6861205157722321
CI-DecisionTree,0.9991300793409565,0.7383720930232558,0.7696969696969697,0.7537091988130564,39164.96,-0.9534464286783086
CI-RandomForest,0.999360660720462,0.8880597014925373,0.7212121212121212,0.7959866220735785,34634.33,-0.7274703778113398
CI-XGBoost,0.9994025846076449,0.8913043478260869,0.7454545454545455,0.8118811881188119,34315.18,-0.7115520051712889
CST-CostSensitiveLogisticRegression,0.3609856305876681,0.002536243741204961,0.9393939393939394,0.005058829288989703,12223622.02,-608.6825014115304
CST-CostSensitiveDecisionTreeClassifier,0.9982706396537087,0.0,0.0,0.0,20049.16,0.0
CI-LogisticRegression-TO,0.9988366121306768,0.813953488372093,0.42424242424242425,0.5577689243027888,33289.31,-0.6603842754509415
CI-DecisionTree-TO,0.9991300793409565,0.7383720930232558,0.7696969696969697,0.7537091988130564,39164.96,-0.9534464286783086
CI-RandomForest-TO,0.9988261311588811,0.9344262295081968,0.34545454545454546,0.504424778761062,27410.65,-0.3671719912455187
CI-XGBoost-TO,0.9985326639486013,1.0,0.15151515151515152,0.2631578947368421,23592.420000000002,-0.17672860109850008
CI-LogisticRegression-BMR,0.9984173732588486,0.8181818181818182,0.10909090909090909,0.19251336898395718,13294.710000000003,0.33689441353153937
CI-DecisionTree-BMR,0.99836496839987,0.6956521739130435,0.09696969696969697,0.1702127659574468,14302.23,0.28664193412591854
CI-RandomForest-BMR,0.9984592971460314,1.0,0.10909090909090909,0.19672131147540983,13237.23,0.3397613665609931
CI-XGBoost-BMR,0.9984173732588486,0.8888888888888888,0.09696969696969697,0.17486338797814208,13852.23,0.309086764732288
