Name,Accuracy,Precision,Recall,F1,Cost,Savings
CI-LogisticRegression,0.9991720032281393,0.864406779661017,0.6181818181818182,0.7208480565371026,33800.26,-0.7847153506516276
CI-DecisionTree,0.9989728647640209,0.6982248520710059,0.7151515151515152,0.7065868263473054,41778.72,-1.2059925845119581
CI-RandomForest,0.9995597991845804,0.9624060150375939,0.7757575757575758,0.8590604026845637,31956.229999999996,-0.6873472047242848
CI-XGBoost,0.999538837240989,0.9548872180451128,0.7696969696969697,0.8523489932885906,30599.009999999995,-0.6156835143203823
CST-CostSensitiveLogisticRegression,0.7250421859114777,0.0053132946221868,0.8484848484848485,0.010560458625631743,5270979.2700000005,-277.31731519625913
CST-CostSensitiveDecisionTreeClassifier,0.9982706396537087,0.0,0.0,0.0,18938.739999999998,0.0
CI-LogisticRegression-TO,0.9990357505947951,0.8762886597938144,0.5151515151515151,0.648854961832061,32159.59,-0.6980849834783098
CI-DecisionTree-TO,0.9989728647640209,0.6982248520710059,0.7151515151515152,0.7065868263473054,41778.72,-1.2059925845119581
CI-RandomForest-TO,0.9989099789332467,1.0,0.3696969696969697,0.5398230088495576,26669.640000000003,-0.4082056145234585
CI-XGBoost-TO,0.9982706396537087,0.0,0.0,0.0,18938.739999999998,0.0
CI-LogisticRegression-BMR,0.9983964113152571,0.8333333333333334,0.09090909090909091,0.16393442622950818,12618.17,0.3337376192925189
CI-DecisionTree-BMR,0.9982182347947302,0.4,0.06060606060606061,0.10526315789473685,18271.17,0.035248913074470645
CI-RandomForest-BMR,0.9984173732588486,0.8181818181818182,0.10909090909090909,0.19251336898395718,13325.49,0.2963898337481796
CI-XGBoost-BMR,0.99843833520244,0.9444444444444444,0.10303030303030303,0.18579234972677594,12102.369999999999,0.360972799668827
