Name,Accuracy,Precision,Recall,F1,Cost,Savings
CI-LogisticRegression,0.9991300793409565,0.8727272727272727,0.5818181818181818,0.698181818181818,33596.270000000004,-0.547542703792776
CI-DecisionTree,0.9989414218486338,0.7,0.6787878787878788,0.6892307692307692,39624.29,-0.8252109797447469
CI-RandomForest,0.9995178752973976,0.968503937007874,0.7454545454545455,0.8424657534246576,30993.06,-0.4276312183230975
CI-XGBoost,0.9994864323820105,0.9264705882352942,0.7636363636363637,0.8372093023255814,34667.06,-0.5968664308551628
CST-CostSensitiveLogisticRegression,0.5463206548511178,0.003340167238718297,0.8787878787878788,0.006655039471268588,8688941.65,-399.2381292369261
CST-CostSensitiveDecisionTreeClassifier,0.9982706396537087,0.0,0.0,0.0,21709.43,0.0
CI-LogisticRegression-TO,0.9987318024127197,0.9230769230769231,0.2909090909090909,0.4423963133640553,29852.289999999997,-0.37508400727241553
CI-DecisionTree-TO,0.9989414218486338,0.7,0.6787878787878788,0.6892307692307692,39624.29,-0.8252109797447469
CI-RandomForest-TO,0.9988994979614509,1.0,0.36363636363636365,0.5333333333333333,27149.73,-0.25059616949869246
CI-XGBoost-TO,0.9983230445126872,1.0,0.030303030303030304,0.05882352941176471,22694.98,-0.045397322730260425
CI-LogisticRegression-BMR,0.99843833520244,0.7857142857142857,0.13333333333333333,0.22797927461139897,13302.99,0.3872252749150945
CI-DecisionTree-BMR,0.9982916015973001,0.5416666666666666,0.07878787878787878,0.13756613756613756,15993.9,0.2632740703003258
CI-RandomForest-BMR,0.9984278542306443,0.8,0.12121212121212122,0.2105263157894737,13507.820000000002,0.3777902045332373
CI-XGBoost-BMR,0.9984592971460314,0.95,0.11515151515151516,0.2054054054054054,12893.28,0.4060977188254137
