Accuracy,Cost,F1,Name,Precision,Recall,Savings
0.9990881554537737,21431.92,0.6836363636363636,CI-LogisticRegression,0.8545454545454545,0.5696969696969697,-0.317283946064421
0.9990567125383866,22943.66,0.71875,CI-DecisionTree,0.7419354838709677,0.696969696969697,-0.4102009984154671
0.9994025846076449,19850.410000000003,0.7985865724381626,CI-RandomForest,0.9576271186440678,0.6848484848484848,-0.22007857512517082
0.9993921036358491,19874.46,0.8027210884353743,CI-XGBoost,0.9147286821705426,0.7151515151515152,-0.22155677581380906
0.31899885757407426,6509905.510000001,0.0037717912942150534,CST-CostSensitiveLogisticRegression,0.0018906787998032464,0.7454545454545455,-399.1225283931313
0.9982706396537087,16269.780000000002,0.0,CST-CostSensitiveDecisionTreeClassifier,0.0,0.0,0.0
0.9991510412845479,22573.160000000003,0.7326732673267325,CI-LogisticRegression-TO,0.8043478260869565,0.6727272727272727,-0.3874287175364388
0.9990567125383866,22943.66,0.71875,CI-DecisionTree-TO,0.7419354838709677,0.696969696969697,-0.4102009984154671
0.9993187368332792,20012.520000000004,0.7547169811320755,CI-RandomForest-TO,1.0,0.6060606060606061,-0.23004244679399477
0.9992558510025049,21946.21,0.7774294670846394,CI-XGBoost-TO,0.8051948051948052,0.7515151515151515,-0.348894084615772
0.9983964113152571,11779.36,0.18181818181818182,CI-LogisticRegression-BMR,0.7727272727272727,0.10303030303030303,0.2759975857079814
0.9982811206255044,13023.55,0.1717171717171717,CI-DecisionTree-BMR,0.5151515151515151,0.10303030303030303,0.1995251318702529
0.99843833520244,12473.470000000001,0.21164021164021166,CI-RandomForest-BMR,0.8333333333333334,0.12121212121212122,0.23333505431542412
0.99843833520244,11711.869999999999,0.22797927461139897,CI-XGBoost-BMR,0.7857142857142857,0.13333333333333333,0.28014576718308437
