Accuracy,Cost,F1,Name,Precision,Recall,Savings
0.9992139271153221,10480.47,0.7330960854092526,CI-LogisticRegression,0.8879310344827587,0.6242424242424243,0.5062926027294012
0.9989833457358166,7279.799999999999,0.6996904024767802,CI-DecisionTree,0.7151898734177216,0.6848484848484848,0.657067754532907
0.9995702801563761,5643.129999999999,0.8637873754152825,CI-RandomForest,0.9558823529411765,0.7878787878787878,0.7341669767901979
0.9995597991845804,8256.1,0.86,CI-XGBoost,0.9555555555555556,0.7818181818181819,0.6110768274127218
0.6775319407615474,34453.759999999995,0.00045482602904389064,CST-CostSensitiveLogisticRegression,0.0002286386203292396,0.04242424242424243,-0.6230260833517831
0.9981029441049775,5739.659999999999,0.5761124121779859,CST-CostSensitiveDecisionTreeClassifier,0.46946564885496184,0.7454545454545455,0.7296197021871954
0.989948748047919,3407.99,0.24189723320158102,CI-LogisticRegression-TO,0.1390909090909091,0.9272727272727272,0.839458547868156
0.9989833457358166,7279.799999999999,0.6996904024767802,CI-DecisionTree-TO,0.7151898734177216,0.6848484848484848,0.657067754532907
0.9957971303099223,3194.2299999999996,0.4230215827338129,CI-RandomForest-TO,0.27735849056603773,0.8909090909090909,0.8495282196710964
0.9897600905555963,3364.6499999999996,0.2385035074045207,CI-XGBoost-TO,0.1368515205724508,0.9272727272727272,0.8415001813633816
0.9874333148169498,2079.98,0.1748107364074329,CI-LogisticRegression-BMR,0.0986024844720497,0.7696969696969697,0.9020176087355911
0.98245485321399,6234.39,0.10767590618336888,CI-DecisionTree-BMR,0.05902980713033314,0.6121212121212121,0.7063142721204442
0.9939944031610611,3268.7,0.30713422007255137,CI-RandomForest-BMR,0.19184290030211482,0.7696969696969697,0.8460201336907214
0.9813229082600539,1115.96,0.12988281250000003,CI-XGBoost-BMR,0.07063197026022305,0.806060606060606,0.9474300573296716
