Accuracy,Cost,F1,Name,Precision,Recall,Savings
0.9991405603127522,6350.730000000001,0.7132867132867132,CI-LogisticRegression,0.8429752066115702,0.6181818181818182,0.6602094260446556
0.9990776744819779,5830.45,0.7349397590361445,CI-DecisionTree,0.7305389221556886,0.7393939393939394,0.6880465785952266
0.9993921036358491,4591.930000000001,0.8104575163398693,CI-RandomForest,0.8794326241134752,0.7515151515151515,0.7543125703245509
0.9994759514102147,4352.950000000001,0.8387096774193549,CI-XGBoost,0.896551724137931,0.7878787878787878,0.7670989982413177
0.2358113844315645,73864.54999999999,0.003988853068138353,CST-CostSensitiveLogisticRegression,0.0019989320773833156,0.8848484848484849,-2.952061863668149
0.9991929651717307,4399.620000000001,0.7586206896551724,CST-CostSensitiveDecisionTreeClassifier,0.7857142857142857,0.7333333333333333,0.7646019583598401
0.997369276079278,2527.12,0.530841121495327,CI-LogisticRegression-TO,0.3837837837837838,0.8606060606060606,0.8647885274206226
0.9990776744819779,5830.45,0.7349397590361445,CI-DecisionTree-TO,0.7305389221556886,0.7393939393939394,0.6880465785952266
0.9963945457022775,4120.22,0.4451612903225806,CI-RandomForest-TO,0.3032967032967033,0.8363636363636363,0.7795510250597508
0.9960696355766107,2649.3599999999997,0.43267776096823,CI-XGBoost-TO,0.28830645161290325,0.8666666666666667,0.8582481769789724
0.99353324040205,2302.77,0.21799746514575416,CI-LogisticRegression-BMR,0.13782051282051283,0.5212121212121212,0.8767921892464098
0.9957132825355567,6093.52,0.2709447415329768,CI-DecisionTree-BMR,0.1919191919191919,0.46060606060606063,0.6739712350850422
0.9971072517843854,3984.81,0.37556561085972856,CI-RandomForest-BMR,0.2996389891696751,0.503030303030303,0.7867960254958098
0.9865005083271321,2663.8599999999997,0.11901504787961695,CI-XGBoost-BMR,0.06707787201233616,0.5272727272727272,0.8574723664308381
