Name,Accuracy,Precision,Recall,F1,Cost,Savings
CI-LogisticRegression,0.9992139271153221,0.8879310344827587,0.6242424242424243,0.7330960854092526,33622.469999999994,-0.5838661962210459
CI-DecisionTree,0.9989833457358166,0.7151898734177216,0.6848484848484848,0.6996904024767802,38800.799999999996,-0.8278037130030471
CI-RandomForest,0.9995702801563761,0.9558823529411765,0.7878787878787878,0.8637873754152825,32775.13,-0.5439502357723955
CI-XGBoost,0.9995597991845804,0.9555555555555556,0.7818181818181819,0.86,35188.6,-0.6576424644692642
CST-CostSensitiveLogisticRegression,0.051576862206663805,0.0010715982279963323,0.5878787878787879,0.002139296899122227,18120268.830000002,-852.5982414818094
CST-CostSensitiveDecisionTreeClassifier,0.9982706396537087,0.0,0.0,0.0,21228.100000000006,0.0
CI-LogisticRegression-TO,0.9989728647640209,0.8850574712643678,0.4666666666666667,0.611111111111111,32884.509999999995,-0.549102840103447
CI-DecisionTree-TO,0.9989833457358166,0.7151898734177216,0.6848484848484848,0.6996904024767802,38800.799999999996,-0.8278037130030471
CI-RandomForest-TO,0.9988470931024724,1.0,0.3333333333333333,0.5,28721.87,-0.3530118098181181
CI-XGBoost-TO,0.9990147886512037,1.0,0.4303030303030303,0.6016949152542374,29142.95,-0.37284778194939694
CI-LogisticRegression-BMR,0.9983754493716658,0.7777777777777778,0.08484848484848485,0.15300546448087432,13071.96,0.38421431969888986
CI-DecisionTree-BMR,0.9983754493716658,0.8125,0.07878787878787878,0.143646408839779,14452.04,0.3192023779801303
CI-RandomForest-BMR,0.9983964113152571,0.7307692307692307,0.11515151515151516,0.19895287958115185,13393.96,0.3690457459687869
CI-XGBoost-BMR,0.9984173732588486,0.85,0.10303030303030303,0.18378378378378377,13046.019999999999,0.385436284924228
