Name,Accuracy,Precision,Recall,F1,Cost,Savings
CI-LogisticRegression,0.999182484199935,0.859504132231405,0.6303030303030303,0.7272727272727273,36094.700000000004,-0.6169859525557728
CI-DecisionTree,0.9991195983691608,0.7396449704142012,0.7575757575757576,0.7485029940119761,40534.32000000001,-0.8158739658842025
CI-RandomForest,0.9994864323820105,0.9328358208955224,0.7575757575757576,0.8361204013377928,34037.16,-0.5248113874029499
CI-XGBoost,0.9994759514102147,0.8807947019867549,0.806060606060606,0.8417721518987342,36634.1,-0.6411502266128664
CST-CostSensitiveLogisticRegression,0.4752072612172601,0.0024723850540335768,0.7515151515151515,0.004928555813907272,10034681.190000001,-448.53797988640014
CST-CostSensitiveDecisionTreeClassifier,0.9982706396537087,0.0,0.0,0.0,22322.210000000003,0.0
CI-LogisticRegression-TO,0.9990252696229994,0.9090909090909091,0.48484848484848486,0.6324110671936759,32980.450000000004,-0.4774724366449379
CI-DecisionTree-TO,0.9991195983691608,0.7396449704142012,0.7575757575757576,0.7485029940119761,40534.32000000001,-0.8158739658842025
CI-RandomForest-TO,0.9988470931024724,0.9508196721311475,0.3515151515151515,0.5132743362831859,29648.14,-0.3281901747183633
CI-XGBoost-TO,0.9982916015973001,1.0,0.012121212121212121,0.02395209580838323,22717.65,-0.017715091830065255
CI-LogisticRegression-BMR,0.9983964113152571,0.8,0.09696969696969697,0.17297297297297298,16229.699999999999,0.27293489309526264
CI-DecisionTree-BMR,0.9983544874280743,0.6666666666666666,0.09696969696969697,0.16931216931216933,17035.09,0.23685468419121591
CI-RandomForest-BMR,0.9983964113152571,0.75,0.10909090909090909,0.19047619047619047,16600.6,0.25631915477902967
CI-XGBoost-BMR,0.99843833520244,0.9444444444444444,0.10303030303030303,0.18579234972677594,15662.47,0.29834590750647016
