Accuracy,Cost,F1,Name,Precision,Recall,Savings
0.9991300793409565,23282.83,0.7025089605734768,CI-LogisticRegression,0.8596491228070176,0.593939393939394,-0.07514030999805144
0.9990881554537737,24052.75,0.7355623100303951,CI-DecisionTree,0.7378048780487805,0.7333333333333333,-0.11069320573597063
0.9994235465512362,20294.29,0.8160535117056856,CI-RandomForest,0.9104477611940298,0.7393939393939394,0.0628626656729292
0.9994969133538062,19860.84,0.8410596026490066,CI-XGBoost,0.927007299270073,0.7696969696969697,0.08287825515963054
0.17025290584943037,7917174.029999999,0.0009842892296043914,CST-CostSensitiveLogisticRegression,0.0004931714719271623,0.23636363636363636,-364.5944290673737
0.9982706396537087,21655.62,0.0,CST-CostSensitiveDecisionTreeClassifier,0.0,0.0,0.0
0.9990776744819779,24421.739999999994,0.674074074074074,CI-LogisticRegression-TO,0.8666666666666667,0.5515151515151515,-0.12773220069432312
0.9990881554537737,24052.75,0.7355623100303951,CI-DecisionTree-TO,0.7378048780487805,0.7333333333333333,-0.11069320573597063
0.9990776744819779,21118.93,0.6507936507936507,CI-RandomForest-TO,0.9425287356321839,0.49696969696969695,0.024782943180569283
0.9994759514102147,20241.800000000003,0.8366013071895424,CI-XGBoost-TO,0.9078014184397163,0.7757575757575758,0.06528651684874398
0.9984278542306443,14037.119999999999,0.2574257425742574,CI-LogisticRegression-BMR,0.7027027027027027,0.15757575757575756,0.3518024420450673
0.9984068922870528,14034.88,0.24,CI-DecisionTree-BMR,0.6857142857142857,0.14545454545454545,0.3519058793975882
0.9985955497793756,12326.11,0.34951456310679613,CI-RandomForest-BMR,0.8780487804878049,0.21818181818181817,0.43081241728475095
0.9985955497793756,12424.61,0.3557692307692307,CI-XGBoost-BMR,0.8604651162790697,0.22424242424242424,0.4262639444171997
