Accuracy,Cost,F1,Name,Precision,Recall,Savings
0.9992663319743007,22814.820000000003,0.7635135135135135,CI-LogisticRegression,0.8625954198473282,0.6848484848484848,-0.16285442109882586
0.9994025846076449,23172.39,0.8288288288288289,CI-DecisionTree,0.8214285714285714,0.8363636363636363,-0.18107949827902292
0.9995912420999675,19667.47,0.8737864077669902,CI-RandomForest,0.9375,0.8181818181818182,-0.002436330478545301
0.9995702801563761,21234.79,0.8690095846645368,CI-XGBoost,0.918918918918919,0.8242424242424242,-0.08232146616125546
0.4994183060653384,4792686.21,0.005538551231598893,CST-CostSensitiveLogisticRegression,0.0027788224478709623,0.806060606060606,-243.27965455076458
0.9982706396537087,19619.670000000002,0.0,CST-CostSensitiveDecisionTreeClassifier,0.0,0.0,0.0
0.9988261311588811,24585.949999999997,0.5409836065573771,CI-LogisticRegression-TO,0.8354430379746836,0.4,-0.2531276010248895
0.9994025846076449,23172.39,0.8288288288288289,CI-DecisionTree-TO,0.8214285714285714,0.8363636363636363,-0.18107949827902292
0.9988785360178596,20113.93,0.5286343612334802,CI-RandomForest-TO,0.967741935483871,0.36363636363636365,-0.02519206490221282
0.9984907400614185,20697.07,0.22580645161290322,CI-XGBoost-TO,1.0,0.12727272727272726,-0.0549142773553275
0.9984802590896228,11926.1,0.2995169082125604,CI-LogisticRegression-BMR,0.7380952380952381,0.18787878787878787,0.3921355456029587
0.9984802590896228,12575.609999999999,0.271356783919598,CI-DecisionTree-BMR,0.7941176470588235,0.16363636363636364,0.35903050357116106
0.998543144920397,11127.03,0.32850241545893716,CI-RandomForest-BMR,0.8095238095238095,0.20606060606060606,0.4328635496927319
0.9984697781178271,12133.519999999999,0.3047619047619048,CI-XGBoost-BMR,0.7111111111111111,0.19393939393939394,0.3815635023422923
